"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Mrpl38",1143,12,22,30,19,3,1,10.5,19.25,26.25,16.62,2.62,0.87
"Mrpl39",1011,9,10,16,9,1,0,8.9,9.89,15.83,8.9,0.99,0
"Mrpl4",885,7,12,12,4,1,1,7.91,13.56,13.56,4.52,1.13,1.13
"Mrpl40",621,5,15,5,3,0,1,8.05,24.15,8.05,4.83,0,1.61
"Mrpl41",408,4,6,11,5,2,0,9.8,14.71,26.96,12.25,4.9,0
"Mrpl42",429,3,6,8,6,0,0,6.99,13.99,18.65,13.99,0,0
"Mrpl43",480,3,6,9,2,0,0,6.25,12.5,18.75,4.17,0,0
"Mrpl44",1002,13,13,15,5,0,0,12.97,12.97,14.97,4.99,0,0
"Mrpl45",921,9,16,15,4,1,1,9.77,17.37,16.29,4.34,1.09,1.09
"Mrpl46",852,5,11,19,5,1,0,5.87,12.91,22.3,5.87,1.17,0
"Mrpl47",759,3,16,12,4,0,1,3.95,21.08,15.81,5.27,0,1.32
"Mrpl48",636,7,8,11,5,0,0,11.01,12.58,17.3,7.86,0,0
"Mrpl49",501,5,10,8,5,1,2,9.98,19.96,15.97,9.98,2,3.99
"Mrpl50",480,2,9,4,3,0,1,4.17,18.75,8.33,6.25,0,2.08
"Mrpl51",387,3,7,4,2,0,0,7.75,18.09,10.34,5.17,0,0
"Mrpl52",366,7,7,6,2,0,2,19.13,19.13,16.39,5.46,0,5.46
"Mrpl54",408,3,6,5,0,0,0,7.35,14.71,12.25,0,0,0
"Mrpl55",405,3,5,9,4,0,0,7.41,12.35,22.22,9.88,0,0
"Mrpl57",309,2,5,4,2,0,0,6.47,16.18,12.94,6.47,0,0
"Mrpl58",621,6,12,12,5,2,1,9.66,19.32,19.32,8.05,3.22,1.61
"Mrpl9",807,6,19,13,8,1,0,7.43,23.54,16.11,9.91,1.24,0
"Mrps10",606,6,13,11,8,1,0,9.9,21.45,18.15,13.2,1.65,0
"Mrps11",576,2,9,12,6,1,1,3.47,15.62,20.83,10.42,1.74,1.74
"Mrps12",420,1,4,2,0,0,0,2.38,9.52,4.76,0,0,0
"Mrps14",387,4,5,7,2,0,0,10.34,12.92,18.09,5.17,0,0
"Mrps15",777,2,13,9,5,0,1,2.57,16.73,11.58,6.44,0,1.29
"Mrps16",408,1,6,3,1,0,1,2.45,14.71,7.35,2.45,0,2.45
"Mrps17",363,7,3,4,1,0,0,19.28,8.26,11.02,2.75,0,0
"Mrps18a",591,2,7,6,2,0,0,3.38,11.84,10.15,3.38,0,0
"Mrps18b",765,4,6,9,1,0,0,5.23,7.84,11.76,1.31,0,0
"Mrps18c",432,0,8,4,2,0,0,0,18.52,9.26,4.63,0,0
"Mrps2",876,6,10,12,7,0,2,6.85,11.42,13.7,7.99,0,2.28
"Mrps21",264,1,5,5,3,0,0,3.79,18.94,18.94,11.36,0,0
"Mrps22",1080,10,13,15,7,0,2,9.26,12.04,13.89,6.48,0,1.85
"Mrps23",534,3,11,10,7,0,1,5.62,20.6,18.73,13.11,0,1.87
"Mrps24",504,3,6,4,1,0,0,5.95,11.9,7.94,1.98,0,0
"Mrps25",516,4,10,7,5,1,1,7.75,19.38,13.57,9.69,1.94,1.94
"Mrps26",603,4,14,12,4,0,2,6.63,23.22,19.9,6.63,0,3.32
"Mrps27",1248,12,23,22,13,0,2,9.62,18.43,17.63,10.42,0,1.6
"Mrps28",561,7,11,14,5,0,0,12.48,19.61,24.96,8.91,0,0
"Mrps30",1329,14,14,27,12,1,1,10.53,10.53,20.32,9.03,0.75,0.75
"Mrps31",1155,4,23,23,13,2,1,3.46,19.91,19.91,11.26,1.73,0.87
"Mrps33",321,5,4,5,1,0,1,15.58,12.46,15.58,3.12,0,3.12
"Mrps34",657,5,9,13,5,0,1,7.61,13.7,19.79,7.61,0,1.52
"Mrps35",963,11,12,16,6,0,0,11.42,12.46,16.61,6.23,0,0
"Mrps36",309,2,4,2,2,0,0,6.47,12.94,6.47,6.47,0,0
"Mrps5",1299,9,24,20,10,0,1,6.93,18.48,15.4,7.7,0,0.77
"Mrps6",378,5,12,8,4,1,1,13.23,31.75,21.16,10.58,2.65,2.65
"Mrps7",729,4,11,8,3,1,0,5.49,15.09,10.97,4.12,1.37,0
"Mrps9",1173,12,16,16,9,3,1,10.23,13.64,13.64,7.67,2.56,0.85
"Mrrf",789,5,16,16,8,0,0,6.34,20.28,20.28,10.14,0,0
"Mrs2",1305,9,34,24,9,0,1,6.9,26.05,18.39,6.9,0,0.77
"Mrto4",720,4,13,12,8,1,1,5.56,18.06,16.67,11.11,1.39,1.39
"Mrvi1",2766,26,63,46,21,2,3,9.4,22.78,16.63,7.59,0.72,1.08
"Ms4a1",876,9,16,9,5,0,1,10.27,18.26,10.27,5.71,0,1.14
"Ms4a6b",735,7,11,10,5,1,0,9.52,14.97,13.61,6.8,1.36,0
"Ms4a6c",654,3,7,9,4,1,0,4.59,10.7,13.76,6.12,1.53,0
"Ms4a7",804,12,11,5,3,1,0,14.93,13.68,6.22,3.73,1.24,0
"Msantd1",837,9,15,14,7,0,1,10.75,17.92,16.73,8.36,0,1.19
"Msantd2",1680,9,34,18,5,0,2,5.36,20.24,10.71,2.98,0,1.19
"Msantd3",828,8,18,8,2,1,2,9.66,21.74,9.66,2.42,1.21,2.42
"Msc",606,3,12,16,10,0,1,4.95,19.8,26.4,16.5,0,1.65
"Msh2",2808,29,51,38,20,1,3,10.33,18.16,13.53,7.12,0.36,1.07
"Msh3",3288,46,56,54,22,3,2,13.99,17.03,16.42,6.69,0.91,0.61
"Msh4",2877,24,46,38,20,3,2,8.34,15.99,13.21,6.95,1.04,0.7
"Msh6",4077,38,70,72,37,3,2,9.32,17.17,17.66,9.08,0.74,0.49
"Msi1",1089,6,14,20,7,2,1,5.51,12.86,18.37,6.43,1.84,0.92
"Msi2",1041,3,15,15,4,1,1,2.88,14.41,14.41,3.84,0.96,0.96
"Msl1",1851,8,37,25,8,1,2,4.32,19.99,13.51,4.32,0.54,1.08
"Msl3",1578,10,21,17,8,1,2,6.34,13.31,10.77,5.07,0.63,1.27
"Msl3l2",1116,14,18,19,10,0,1,12.54,16.13,17.03,8.96,0,0.9
"Msln",1878,14,41,40,16,4,2,7.45,21.83,21.3,8.52,2.13,1.06
"Msn",1734,16,40,30,11,0,2,9.23,23.07,17.3,6.34,0,1.15
"Msra",702,6,9,9,4,1,0,8.55,12.82,12.82,5.7,1.42,0
"Msrb1",351,3,0,4,2,0,0,8.55,0,11.4,5.7,0,0
"Msrb2",528,8,9,10,5,1,0,15.15,17.05,18.94,9.47,1.89,0
"Msrb3",561,6,10,9,5,0,2,10.7,17.83,16.04,8.91,0,3.57
"Mst1r",4137,47,59,60,19,3,1,11.36,14.26,14.5,4.59,0.73,0.24
"Msto1",1761,19,29,37,22,1,1,10.79,16.47,21.01,12.49,0.57,0.57
"Msx1",912,4,12,11,2,0,0,4.39,13.16,12.06,2.19,0,0
"Msx2",804,5,13,14,5,1,0,6.22,16.17,17.41,6.22,1.24,0
"Mt1",399,4,2,6,4,2,0,10.03,5.01,15.04,10.03,5.01,0
"Mt2",231,1,1,2,1,1,0,4.33,4.33,8.66,4.33,4.33,0
"Mta1",2148,11,32,35,18,2,2,5.12,14.9,16.29,8.38,0.93,0.93
"Mta2",2007,18,27,34,14,1,1,8.97,13.45,16.94,6.98,0.5,0.5
"Mtap",852,7,16,14,7,1,0,8.22,18.78,16.43,8.22,1.17,0
"Mtbp",2685,21,28,31,16,1,1,7.82,10.43,11.55,5.96,0.37,0.37
"Mtch1",1170,5,15,19,10,0,1,4.27,12.82,16.24,8.55,0,0.85
"Mtch2",939,11,13,14,7,1,1,11.71,13.84,14.91,7.45,1.06,1.06
"Mtcl1",5838,40,135,118,56,8,4,6.85,23.12,20.21,9.59,1.37,0.69
"Mtcp1",324,1,7,3,3,1,0,3.09,21.6,9.26,9.26,3.09,0
"Mtdh",1740,17,30,30,14,2,0,9.77,17.24,17.24,8.05,1.15,0
"Mterf1a",1140,13,22,18,5,1,2,11.4,19.3,15.79,4.39,0.88,1.75
"Mterf1b",1146,12,24,18,6,1,2,10.47,20.94,15.71,5.24,0.87,1.75
"Mterf2",1158,9,17,15,8,1,0,7.77,14.68,12.95,6.91,0.86,0
"Mterf3",1239,12,17,21,8,1,2,9.69,13.72,16.95,6.46,0.81,1.61
"Mterf4",1041,8,29,17,10,0,1,7.68,27.86,16.33,9.61,0,0.96
"Mtf1",2028,17,29,33,15,1,1,8.38,14.3,16.27,7.4,0.49,0.49
"Mtf2",1782,12,27,21,8,0,0,6.73,15.15,11.78,4.49,0,0
"Mtfmt",1161,12,19,15,8,0,0,10.34,16.37,12.92,6.89,0,0
"Mtfp1",501,5,6,11,4,1,1,9.98,11.98,21.96,7.98,2,2
"Mtfr1",987,7,16,12,5,1,1,7.09,16.21,12.16,5.07,1.01,1.01
"Mtfr1l",870,6,15,14,7,0,2,6.9,17.24,16.09,8.05,0,2.3
"Mtg1",981,7,13,15,6,2,1,7.14,13.25,15.29,6.12,2.04,1.02
"Mtg2",1218,8,23,17,10,2,1,6.57,18.88,13.96,8.21,1.64,0.82
"Mthfd1",2808,18,40,46,22,2,1,6.41,14.25,16.38,7.83,0.71,0.36
"Mthfd1l",2934,25,50,57,29,3,3,8.52,17.04,19.43,9.88,1.02,1.02
"Mthfd2",1053,2,18,8,5,1,2,1.9,17.09,7.6,4.75,0.95,1.9
"Mthfd2l",1017,8,20,17,10,0,1,7.87,19.67,16.72,9.83,0,0.98
"Mthfr",2088,12,39,35,14,2,2,5.75,18.68,16.76,6.7,0.96,0.96
"Mthfs",612,3,8,9,7,0,0,4.9,13.07,14.71,11.44,0,0
"Mthfsd",1119,7,17,18,6,0,0,6.26,15.19,16.09,5.36,0,0
"Mthfsl",612,3,8,9,7,0,0,4.9,13.07,14.71,11.44,0,0
"Mtif2",2184,21,37,28,17,1,2,9.62,16.94,12.82,7.78,0.46,0.92
"Mtif3",831,7,19,20,9,0,1,8.42,22.86,24.07,10.83,0,1.2
"Mtm1",1812,18,27,23,13,2,1,9.93,14.9,12.69,7.17,1.1,0.55
"Mtmr1",2016,14,30,28,15,3,1,6.94,14.88,13.89,7.44,1.49,0.5
"Mtmr10",2316,24,38,34,17,1,1,10.36,16.41,14.68,7.34,0.43,0.43
"Mtmr11",2103,15,35,36,14,0,2,7.13,16.64,17.12,6.66,0,0.95
"Mtmr14",1947,21,32,32,10,1,2,10.79,16.44,16.44,5.14,0.51,1.03
"Mto1",2010,16,35,31,14,0,1,7.96,17.41,15.42,6.97,0,0.5
"Mtpap",1758,10,21,18,11,2,0,5.69,11.95,10.24,6.26,1.14,0
"Mtpn",357,4,9,9,4,1,0,11.2,25.21,25.21,11.2,2.8,0
"Mtr",3762,37,77,66,25,4,3,9.84,20.47,17.54,6.65,1.06,0.8
"Mtrf1",1341,8,21,20,11,1,0,5.97,15.66,14.91,8.2,0.75,0
"Mtrf1l",1122,16,17,16,9,0,1,14.26,15.15,14.26,8.02,0,0.89
"Mtrr",2091,22,35,45,27,3,2,10.52,16.74,21.52,12.91,1.43,0.96
"Mtss1",2280,10,38,53,23,5,0,4.39,16.67,23.25,10.09,2.19,0
"Mttp",2730,14,46,33,19,2,1,5.13,16.85,12.09,6.96,0.73,0.37
"Mturn",447,5,13,15,7,0,1,11.19,29.08,33.56,15.66,0,2.24
"Mtus1",3633,38,61,61,35,5,2,10.46,16.79,16.79,9.63,1.38,0.55
"Mtx1",1386,8,21,21,8,2,1,5.77,15.15,15.15,5.77,1.44,0.72
"Mtx2",792,10,6,10,2,0,0,12.63,7.58,12.63,2.53,0,0
"Mtx3",939,10,16,13,10,2,0,10.65,17.04,13.84,10.65,2.13,0
"Mul1",1059,6,21,11,5,1,0,5.67,19.83,10.39,4.72,0.94,0
"Mum1",2049,14,55,36,20,4,3,6.83,26.84,17.57,9.76,1.95,1.46
"Mum1l1",2046,17,30,25,10,0,2,8.31,14.66,12.22,4.89,0,0.98
"Murc",1089,1,24,21,12,1,1,0.92,22.04,19.28,11.02,0.92,0.92
"Mus81",1656,8,29,24,7,1,0,4.83,17.51,14.49,4.23,0.6,0
"Musk",2682,23,45,35,14,0,1,8.58,16.78,13.05,5.22,0,0.37
"Mut",2247,25,41,25,13,3,1,11.13,18.25,11.13,5.79,1.34,0.45
"Mvb12a",816,5,14,23,13,1,0,6.13,17.16,28.19,15.93,1.23,0
"Mvb12b",954,2,12,16,8,0,1,2.1,12.58,16.77,8.39,0,1.05
"Mvd",1206,8,22,29,14,2,1,6.63,18.24,24.05,11.61,1.66,0.83
"Mvk",1224,8,13,24,11,1,1,6.54,10.62,19.61,8.99,0.82,0.82
"Mvp",2613,24,62,54,25,4,2,9.18,23.73,20.67,9.57,1.53,0.77
"Mx2",1969,14,48,37,17,2,2,7.11,24.38,18.79,8.63,1.02,1.02
"Mxd1",684,4,16,22,14,0,0,5.85,23.39,32.16,20.47,0,0
"Mxd3",621,3,18,7,1,0,1,4.83,28.99,11.27,1.61,0,1.61
"Mxra7",537,2,11,12,8,0,1,3.72,20.48,22.35,14.9,0,1.86
"Mxra8",1329,14,22,24,7,0,2,10.53,16.55,18.06,5.27,0,1.5
"Myadm",963,9,7,13,4,2,0,9.35,7.27,13.5,4.15,2.08,0
"Myadml2",462,6,4,5,2,0,0,12.99,8.66,10.82,4.33,0,0
"Mybbp1a",4035,31,77,74,35,0,2,7.68,19.08,18.34,8.67,0,0.5
"Mybl1",2256,22,42,28,13,3,0,9.75,18.62,12.41,5.76,1.33,0
"Mybl2",2115,13,49,45,21,2,2,6.15,23.17,21.28,9.93,0.95,0.95
"Mybpc1",3384,29,59,64,34,3,2,8.57,17.43,18.91,10.05,0.89,0.59
"Mybpc3",3837,36,64,76,36,6,3,9.38,16.68,19.81,9.38,1.56,0.78
"Myc",1365,6,25,30,17,1,2,4.4,18.32,21.98,12.45,0.73,1.47
"Mycbp",441,5,4,4,2,0,0,11.34,9.07,9.07,4.54,0,0
"Mycbp2",14241,136,245,213,114,12,2,9.55,17.2,14.96,8.01,0.84,0.14
"Mycbpap",2799,26,65,54,28,7,1,9.29,23.22,19.29,10,2.5,0.36
"Mycl",1107,8,26,21,8,1,2,7.23,23.49,18.97,7.23,0.9,1.81
"Mycn",1389,9,19,23,7,0,1,6.48,13.68,16.56,5.04,0,0.72
"Myd88",891,11,18,21,5,0,1,12.35,20.2,23.57,5.61,0,1.12
"Mydgf",501,3,6,9,5,1,1,5.99,11.98,17.96,9.98,2,2
"Myef2",1776,17,44,28,13,3,1,9.57,24.77,15.77,7.32,1.69,0.56
"Myeov2",303,3,7,7,4,0,2,9.9,23.1,23.1,13.2,0,6.6
"Myg1",1143,12,22,20,9,1,0,10.5,19.25,17.5,7.87,0.87,0
"Myh1",5829,42,161,95,47,8,1,7.21,27.62,16.3,8.06,1.37,0.17
"Myh10",6042,47,185,100,48,5,3,7.78,30.62,16.55,7.94,0.83,0.5
"Myh11",5817,47,184,86,36,6,4,8.08,31.63,14.78,6.19,1.03,0.69
"Myh14",6102,37,172,95,43,3,2,6.06,28.19,15.57,7.05,0.49,0.33
"Myh2",5829,44,163,104,48,9,2,7.55,27.96,17.84,8.23,1.54,0.34
"Myh3",5823,48,177,109,54,7,3,8.24,30.4,18.72,9.27,1.2,0.52
"Myh4",5820,41,155,103,52,8,3,7.04,26.63,17.7,8.93,1.37,0.52
"Myh6",5817,34,183,112,54,9,3,5.84,31.46,19.25,9.28,1.55,0.52
"Myh7",5808,31,179,117,59,8,3,5.34,30.82,20.14,10.16,1.38,0.52
"Myh7b",5826,49,173,102,55,7,3,8.41,29.69,17.51,9.44,1.2,0.51
"Myh8",5814,39,168,94,49,8,2,6.71,28.9,16.17,8.43,1.38,0.34
"Myh9",5883,41,203,119,55,9,2,6.97,34.51,20.23,9.35,1.53,0.34
"Myl12a",519,4,10,17,8,1,1,7.71,19.27,32.76,15.41,1.93,1.93
"Myl4",582,5,9,12,3,0,1,8.59,15.46,20.62,5.15,0,1.72
"Myl6b",624,3,9,14,5,0,0,4.81,14.42,22.44,8.01,0,0
"Myl9",519,2,13,12,5,1,1,3.85,25.05,23.12,9.63,1.93,1.93
"Mylip",1338,8,24,21,8,1,1,5.98,17.94,15.7,5.98,0.75,0.75
"Mylk",5853,44,108,112,51,5,4,7.52,18.45,19.14,8.71,0.85,0.68
"Mylk3",2388,24,47,39,14,2,2,10.05,19.68,16.33,5.86,0.84,0.84
"Mylk4",1164,6,33,17,10,1,3,5.15,28.35,14.6,8.59,0.86,2.58
"Mynn",1833,21,24,25,12,0,0,11.46,13.09,13.64,6.55,0,0
"Myo18a",6252,43,161,121,54,4,3,6.88,25.75,19.35,8.64,0.64,0.48
"Myo18b",7818,47,190,152,64,9,5,6.01,24.3,19.44,8.19,1.15,0.64
"Myo19",2892,30,48,44,17,1,1,10.37,16.6,15.21,5.88,0.35,0.35
"Myo1c",3192,33,52,65,26,3,3,10.34,16.29,20.36,8.15,0.94,0.94
"Myo1d",3021,25,38,59,32,2,0,8.28,12.58,19.53,10.59,0.66,0
"Myo1e",3324,13,64,54,29,3,4,3.91,19.25,16.25,8.72,0.9,1.2
"Myo1f",3297,29,48,65,24,5,3,8.8,14.56,19.71,7.28,1.52,0.91
"Myo1h",3117,30,58,50,29,5,3,9.62,18.61,16.04,9.3,1.6,0.96
"Myo3b",4002,33,71,67,42,3,2,8.25,17.74,16.74,10.49,0.75,0.5
"Myo5c",5229,40,96,80,40,6,3,7.65,18.36,15.3,7.65,1.15,0.57
"Myo7a",6648,70,127,118,54,5,2,10.53,19.1,17.75,8.12,0.75,0.3
"Myo9b",6387,55,136,115,49,8,2,8.61,21.29,18.01,7.67,1.25,0.31
"Myoc",1473,10,36,28,12,0,1,6.79,24.44,19.01,8.15,0,0.68
"Myof",6147,49,104,105,54,5,3,7.97,16.92,17.08,8.78,0.81,0.49
"Myof.1",6147,49,105,105,54,5,3,7.97,17.08,17.08,8.78,0.81,0.49
"Myom1",5004,44,86,88,30,3,4,8.79,17.19,17.59,6,0.6,0.8
"Myom3",4320,34,79,85,33,6,2,7.87,18.29,19.68,7.64,1.39,0.46
"Mypn",3948,25,47,63,36,1,2,6.33,11.9,15.96,9.12,0.25,0.51
"Mypop",1182,6,22,16,3,0,3,5.08,18.61,13.54,2.54,0,2.54
"Myrf",3417,27,40,58,24,2,1,7.9,11.71,16.97,7.02,0.59,0.29
"Mysm1",2460,22,56,24,13,2,1,8.94,22.76,9.76,5.28,0.81,0.41
"Myt1",3510,21,101,51,27,8,4,5.98,28.77,14.53,7.69,2.28,1.14
"Mzf1",2445,18,33,41,16,1,2,7.36,13.5,16.77,6.54,0.41,0.82
"Mzt1",237,1,4,2,1,0,0,4.22,16.88,8.44,4.22,0,0
"Mzt2",480,1,10,8,1,0,1,2.08,20.83,16.67,2.08,0,2.08
"N4bp2",5037,45,82,69,31,3,2,8.93,16.28,13.7,6.15,0.6,0.4
"N4bp2l1",717,2,14,5,3,0,0,2.79,19.53,6.97,4.18,0,0
"N4bp2l2",1728,11,26,19,9,3,1,6.37,15.05,11,5.21,1.74,0.58
"N4bp3",1614,14,26,22,6,1,1,8.67,16.11,13.63,3.72,0.62,0.62
"N6amt1",645,6,11,9,5,2,1,9.3,17.05,13.95,7.75,3.1,1.55
"Naa10",708,4,14,11,4,0,0,5.65,19.77,15.54,5.65,0,0
"Naa15",2598,27,41,25,14,1,1,10.39,15.78,9.62,5.39,0.38,0.38
"Naa16",2595,19,31,24,14,2,0,7.32,11.95,9.25,5.39,0.77,0
"Naa20",567,9,8,7,5,0,0,15.87,14.11,12.35,8.82,0,0
"Naa25",2919,31,45,51,23,5,2,10.62,15.42,17.47,7.88,1.71,0.69
"Naa30",1101,12,22,21,10,0,2,10.9,19.98,19.07,9.08,0,1.82
"Naa35",2178,18,28,29,19,2,2,8.26,12.86,13.31,8.72,0.92,0.92
"Naa38",378,2,6,8,3,0,1,5.29,15.87,21.16,7.94,0,2.65
"Naa40",714,9,16,13,2,0,0,12.61,22.41,18.21,2.8,0,0
"Naa50",528,6,7,12,8,0,0,11.36,13.26,22.73,15.15,0,0
"Naa60",729,5,9,10,3,0,0,6.86,12.35,13.72,4.12,0,0
"Naaa",1089,5,11,27,11,3,0,4.59,10.1,24.79,10.1,2.75,0
"Naalad2",2337,23,31,28,6,1,0,9.84,13.26,11.98,2.57,0.43,0
"Naaladl2",2388,25,42,25,11,0,1,10.47,17.59,10.47,4.61,0,0.42
"Nab1",1461,13,26,20,6,2,2,8.9,17.8,13.69,4.11,1.37,1.37
"Nabp1",597,8,12,14,6,1,0,13.4,20.1,23.45,10.05,1.68,0
"Nabp2",687,5,6,19,11,1,0,7.28,8.73,27.66,16.01,1.46,0
"Nacad",4515,16,71,74,31,3,3,3.54,15.73,16.39,6.87,0.66,0.66
"Nadk2",1359,12,13,22,13,2,1,8.83,9.57,16.19,9.57,1.47,0.74
"Nadsyn1",2178,17,47,48,26,0,2,7.81,21.58,22.04,11.94,0,0.92
"Nae1",1605,12,32,16,9,2,0,7.48,19.94,9.97,5.61,1.25,0
"Naf1",1794,10,14,28,9,2,1,5.57,7.8,15.61,5.02,1.11,0.56
"Naga",1248,15,25,30,15,0,0,12.02,20.03,24.04,12.02,0,0
"Nagk",1086,7,22,15,7,2,1,6.45,20.26,13.81,6.45,1.84,0.92
"Naglu",2220,18,25,28,7,0,1,8.11,11.26,12.61,3.15,0,0.45
"Nagpa",1554,24,28,31,16,2,2,15.44,18.02,19.95,10.3,1.29,1.29
"Naif1",984,7,18,10,5,1,1,7.11,18.29,10.16,5.08,1.02,1.02
"Naip1",4212,46,68,58,26,1,1,10.92,16.14,13.77,6.17,0.24,0.24
"Naip2",4344,56,67,64,29,2,1,12.89,15.42,14.73,6.68,0.46,0.23
"Naip5",4212,50,70,60,30,1,2,11.87,16.62,14.25,7.12,0.24,0.47
"Naip6",4212,51,70,61,28,1,1,12.11,16.62,14.48,6.65,0.24,0.24
"Nalcn",5220,60,78,79,44,5,4,11.49,14.94,15.13,8.43,0.96,0.77
"Nampt",1476,14,20,21,8,0,1,9.49,13.55,14.23,5.42,0,0.68
"Nanos1",804,1,7,10,7,0,0,1.24,8.71,12.44,8.71,0,0
"Nanp",747,10,17,13,8,0,1,13.39,22.76,17.4,10.71,0,1.34
"Nans",1080,8,23,18,12,1,0,7.41,21.3,16.67,11.11,0.93,0
"Nap1l1",1257,15,23,23,12,0,2,11.93,18.3,18.3,9.55,0,1.59
"Nap1l2",1383,17,28,26,12,0,2,12.29,20.25,18.8,8.68,0,1.45
"Nap1l3",1635,10,19,18,11,2,2,6.12,11.62,11.01,6.73,1.22,1.22
"Nap1l5",471,3,18,11,6,1,1,6.37,38.22,23.35,12.74,2.12,2.12
"Napepld",1191,13,25,24,12,1,1,10.92,20.99,20.15,10.08,0.84,0.84
"Napg",1061,8,22,15,6,1,1,7.54,20.74,14.14,5.66,0.94,0.94
"Naprt",1617,21,18,24,11,0,0,12.99,11.13,14.84,6.8,0,0
"Narf",1389,18,29,18,9,0,2,12.96,20.88,12.96,6.48,0,1.44
"Narfl",1479,22,34,25,8,1,2,14.87,22.99,16.9,5.41,0.68,1.35
"Nars2",1434,13,25,20,11,0,0,9.07,17.43,13.95,7.67,0,0
"Nasp",2322,23,59,25,15,1,2,9.91,25.41,10.77,6.46,0.43,0.86
"Nat10",3075,21,55,42,16,1,0,6.83,17.89,13.66,5.2,0.33,0
"Nat14",621,1,5,5,2,0,0,1.61,8.05,8.05,3.22,0,0
"Nat6",945,5,13,14,4,0,0,5.29,13.76,14.81,4.23,0,0
"Nat8",684,5,10,11,6,2,0,7.31,14.62,16.08,8.77,2.92,0
"Nat8f1",699,4,11,13,7,1,1,5.72,15.74,18.6,10.01,1.43,1.43
"Nat8f2",717,5,10,13,6,2,0,6.97,13.95,18.13,8.37,2.79,0
"Nat8f3",684,7,7,10,3,0,0,10.23,10.23,14.62,4.39,0,0
"Nat8f4",681,2,9,14,4,1,0,2.94,13.22,20.56,5.87,1.47,0
"Nat8f5",684,4,9,10,6,2,1,5.85,13.16,14.62,8.77,2.92,1.46
"Nat8f6",681,7,8,11,4,0,0,10.28,11.75,16.15,5.87,0,0
"Nat8f7",684,7,8,11,4,0,0,10.23,11.7,16.08,5.85,0,0
"Nat8l",900,5,13,14,10,0,1,5.56,14.44,15.56,11.11,0,1.11
"Nat9",726,6,9,15,8,1,1,8.26,12.4,20.66,11.02,1.38,1.38
"Natd1",333,2,8,5,0,0,0,6.01,24.02,15.02,0,0,0
"Nav1",5628,37,79,108,49,2,4,6.57,14.04,19.19,8.71,0.36,0.71
"Nav1.1",5628,37,79,108,49,2,4,6.57,14.04,19.19,8.71,0.36,0.71
"Nav2",7299,40,108,140,75,8,4,5.48,14.8,19.18,10.28,1.1,0.55
"Nav2.1",7299,40,108,140,75,8,4,5.48,14.8,19.18,10.28,1.1,0.55
"Naxd",1098,4,14,15,8,0,3,3.64,12.75,13.66,7.29,0,2.73
"Nbas",7071,68,120,106,47,6,2,9.62,16.97,14.99,6.65,0.85,0.28
"Nbeal1",8067,100,119,93,47,2,4,12.4,14.75,11.53,5.83,0.25,0.5
"Nbeal2",8253,84,111,138,48,5,2,10.18,13.45,16.72,5.82,0.61,0.24
"Nbl1",537,3,9,9,4,2,1,5.59,16.76,16.76,7.45,3.72,1.86
"Nbn",2256,22,52,35,18,3,1,9.75,23.05,15.51,7.98,1.33,0.44
"Nbr1",2967,21,64,51,24,7,2,7.08,21.57,17.19,8.09,2.36,0.67
"Nbr1.1",2967,21,64,51,24,7,2,7.08,21.57,17.19,8.09,2.36,0.67
"Ncald",582,6,11,11,4,0,0,10.31,18.9,18.9,6.87,0,0
"Ncam1",3270,26,52,56,29,2,1,7.95,15.9,17.13,8.87,0.61,0.31
"Ncan",3807,34,50,77,33,4,2,8.93,13.13,20.23,8.67,1.05,0.53
"Ncapd2",4179,39,69,65,30,4,3,9.33,16.51,15.55,7.18,0.96,0.72
"Ncapd3",4521,45,74,72,39,5,1,9.95,16.37,15.93,8.63,1.11,0.22
"Ncapg2",3417,36,66,33,10,0,1,10.54,19.32,9.66,2.93,0,0.29
"Ncaph",2196,18,40,47,24,3,3,8.2,18.21,21.4,10.93,1.37,1.37
"Ncbp1",2373,20,40,38,18,3,3,8.43,16.86,16.01,7.59,1.26,1.26
"Ncbp2",471,6,10,10,5,0,0,12.74,21.23,21.23,10.62,0,0
"Ncbp3",1848,9,52,30,18,2,2,4.87,28.14,16.23,9.74,1.08,1.08
"Ncf1",1215,6,13,27,15,0,0,4.94,10.7,22.22,12.35,0,0
"Ncf2",1578,9,29,24,10,3,0,5.7,18.38,15.21,6.34,1.9,0
"Nck1",1134,7,19,10,4,0,0,6.17,16.75,8.82,3.53,0,0
"Nckap1l",3405,33,56,53,20,5,3,9.69,16.45,15.57,5.87,1.47,0.88
"Nckap5",5730,47,100,95,41,5,3,8.2,17.45,16.58,7.16,0.87,0.52
"Nckap5l",3972,24,51,66,22,3,3,6.04,12.84,16.62,5.54,0.76,0.76
"Nckipsd",2145,10,33,44,22,1,1,4.66,15.38,20.51,10.26,0.47,0.47
"Ncl",2124,17,72,19,8,0,1,8,33.9,8.95,3.77,0,0.47
"Ncoa4",1878,18,31,20,8,1,1,9.58,16.51,10.65,4.26,0.53,0.53
"Ncoa5",1740,7,26,33,15,3,1,4.02,14.94,18.97,8.62,1.72,0.57
"Ncor2",7524,53,131,118,50,5,3,7.04,17.41,15.68,6.65,0.66,0.4
"Ncstn",2127,21,29,31,10,2,1,9.87,13.63,14.57,4.7,0.94,0.47
